PERSONID,EDUC,LOGWAGE,POTEXPER,TIMETRND,ABILITY,MOTHERED,FATHERED,BRKNHOME,SIBLINGS 
1272,12,2.5,6,8,0.39,11,8,0,0
1272,12,2.74,7,9,0.39,11,8,0,0
1272,12,2.48,8,10,0.39,11,8,0,0
1272,12,2.52,9,11,0.39,11,8,0,0
1272,12,2.37,10,12,0.39,11,8,0,0
1272,12,2.34,11,13,0.39,11,8,0,0
1272,12,2.4,12,14,0.39,11,8,0,0
1273,9,1.67,10,2,-1.28,8,6,0,8
1273,9,1.65,11,3,-1.28,8,6,0,8
1273,9,1.65,12,4,-1.28,8,6,0,8
1273,9,1.63,13,5,-1.28,8,6,0,8
1273,9,1.6,15,7,-1.28,8,6,0,8
1273,9,1.91,19,11,-1.28,8,6,0,8
1273,9,2.22,20,12,-1.28,8,6,0,8
1273,9,1.86,21,13,-1.28,8,6,0,8
1273,9,2.04,22,14,-1.28,8,6,0,8
1274,16,2.44,2,2,1.35,12,16,1,1
1274,16,2.45,3,3,1.35,12,16,1,1
1274,16,2.67,4,4,1.35,12,16,1,1
1274,16,2.78,5,5,1.35,12,16,1,1
1274,16,2.7,6,6,1.35,12,16,1,1
1274,16,2.9,7,7,1.35,12,16,1,1
1274,16,2.77,8,8,1.35,12,16,1,1
1274,16,2.8,9,9,1.35,12,16,1,1
1274,16,2.71,10,10,1.35,12,16,1,1
1274,16,2.33,11,11,1.35,12,16,1,1
1274,16,3.7,14,14,1.35,12,16,1,1
1275,11,1.81,2,1,0.94,12,12,1,3
1275,12,1.91,2,2,0.94,12,12,1,3
1275,12,1.9,3,3,0.94,12,12,1,3
1275,13,1.47,3,4,0.94,12,12,1,3
1275,13,1.56,4,5,0.94,12,12,1,3
1275,13,1.58,5,6,0.94,12,12,1,3
1275,13,2.12,6,7,0.94,12,12,1,3
1275,13,2.03,7,8,0.94,12,12,1,3
1275,13,2.1,8,9,0.94,12,12,1,3
1275,13,2.2,9,10,0.94,12,12,1,3
1275,13,2.58,10,11,0.94,12,12,1,3
1275,13,2.68,11,12,0.94,12,12,1,3
1275,13,2.68,12,13,0.94,12,12,1,3
1275,13,2.73,13,14,0.94,12,12,1,3
1276,12,1.8,3,0,0.02,12,16,0,3
1276,12,2.17,4,1,0.02,12,16,0,3
1276,12,1.74,5,2,0.02,12,16,0,3
1276,12,2.01,6,3,0.02,12,16,0,3
1276,12,2.32,7,4,0.02,12,16,0,3
1276,12,2.43,8,5,0.02,12,16,0,3
1276,12,2.49,9,6,0.02,12,16,0,3
1276,12,2.19,10,7,0.02,12,16,0,3
1276,12,2.28,11,8,0.02,12,16,0,3
1276,12,2.08,12,9,0.02,12,16,0,3
1276,12,2.42,13,10,0.02,12,16,0,3
1276,12,2.11,14,11,0.02,12,16,0,3
1276,12,2.5,15,12,0.02,12,16,0,3
1276,12,2.29,16,13,0.02,12,16,0,3
1276,12,2.26,17,14,0.02,12,16,0,3
1277,13,1.87,7,9,0.43,6,6,0,4
1277,13,1.91,8,10,0.43,6,6,0,4
1277,13,2.2,9,11,0.43,6,6,0,4
1277,13,1.97,10,12,0.43,6,6,0,4
1277,13,2.19,11,13,0.43,6,6,0,4
1277,13,2.16,12,14,0.43,6,6,0,4
1278,12,1.69,1,4,-1.88,6,6,0,4
1278,12,1.53,2,5,-1.88,6,6,0,4
1278,12,1.75,3,6,-1.88,6,6,0,4
1278,12,2.08,4,7,-1.88,6,6,0,4
1278,12,2.18,5,8,-1.88,6,6,0,4
1278,12,2.03,7,10,-1.88,6,6,0,4
1278,12,2.04,8,11,-1.88,6,6,0,4
1278,12,1.89,9,12,-1.88,6,6,0,4
1278,12,2.01,10,13,-1.88,6,6,0,4
1278,12,2.03,11,14,-1.88,6,6,0,4
1279,9,2.13,7,6,-2.02,11,12,1,3
1279,9,0.65,8,7,-2.02,11,12,1,3
1279,9,2.28,9,8,-2.02,11,12,1,3
1279,9,1.91,11,10,-2.02,11,12,1,3
1279,9,2.12,12,11,-2.02,11,12,1,3
1279,9,1.97,13,12,-2.02,11,12,1,3
1279,9,1.71,14,13,-2.02,11,12,1,3
1280,9,1.94,3,1,-0.13,11,10,0,1
1280,9,1.65,4,2,-0.13,11,10,0,1
1280,9,2.04,5,3,-0.13,11,10,0,1
1280,9,2.1,6,4,-0.13,11,10,0,1
1280,9,1.84,7,5,-0.13,11,10,0,1
1280,9,1.99,8,6,-0.13,11,10,0,1
1280,9,2.11,9,7,-0.13,11,10,0,1
1280,9,1.91,10,8,-0.13,11,10,0,1
1280,9,1.96,11,9,-0.13,11,10,0,1
1280,9,1.91,12,10,-0.13,11,10,0,1
1280,9,1.93,13,11,-0.13,11,10,0,1
1280,9,2.1,14,12,-0.13,11,10,0,1
1280,9,2.34,15,13,-0.13,11,10,0,1
1280,9,2.21,16,14,-0.13,11,10,0,1
1281,10,1.84,5,4,0.81,12,13,0,2
1281,10,2.08,6,5,0.81,12,13,0,2
1281,10,2.2,7,6,0.81,12,13,0,2
1281,10,1.97,8,7,0.81,12,13,0,2
1281,10,2.03,9,8,0.81,12,13,0,2
1281,10,2.03,10,9,0.81,12,13,0,2
1281,10,2.13,11,10,0.81,12,13,0,2
1281,10,2.14,12,11,0.81,12,13,0,2
1281,10,2.1,13,12,0.81,12,13,0,2
1281,10,2.22,14,13,0.81,12,13,0,2
1281,10,2.16,15,14,0.81,12,13,0,2
1282,12,1.63,3,6,-0.42,12,9,0,2
1283,11,1.96,4,6,-1.68,12,13,1,1
1283,11,2.18,5,7,-1.68,12,13,1,1
1283,11,2.26,6,8,-1.68,12,13,1,1
1283,11,2.56,7,9,-1.68,12,13,1,1
1283,11,2.43,8,10,-1.68,12,13,1,1
1283,11,2.24,9,11,-1.68,12,13,1,1
1283,11,2.43,10,12,-1.68,12,13,1,1
1283,11,2.39,11,13,-1.68,12,13,1,1
1283,11,2.19,12,14,-1.68,12,13,1,1
1284,10,0.59,2,2,-0.58,13,12,1,1
1284,10,2,7,7,-0.58,13,12,1,1
1284,10,2.62,8,8,-0.58,13,12,1,1
1284,10,1.67,9,9,-0.58,13,12,1,1
1284,10,2.65,12,12,-0.58,13,12,1,1
1284,10,2.13,13,13,-0.58,13,12,1,1
1284,10,2.02,14,14,-0.58,13,12,1,1
1285,11,2.04,2,0,-0.62,14,14,0,1
1285,12,2.88,2,1,-0.62,14,14,0,1
1285,12,2.97,3,2,-0.62,14,14,0,1
1285,12,2.88,4,3,-0.62,14,14,0,1
1285,12,2.7,5,4,-0.62,14,14,0,1
1285,12,2.4,6,5,-0.62,14,14,0,1
1285,12,2.66,7,6,-0.62,14,14,0,1
1285,12,2.14,8,7,-0.62,14,14,0,1
1285,12,3,9,8,-0.62,14,14,0,1
1285,12,2.04,10,9,-0.62,14,14,0,1
1285,12,2.36,11,10,-0.62,14,14,0,1
1285,12,2.3,12,11,-0.62,14,14,0,1
1285,12,2.37,13,12,-0.62,14,14,0,1
1285,12,2.68,14,13,-0.62,14,14,0,1
1286,12,1.63,3,5,-0.4,12,12,0,0
1286,12,1.87,4,6,-0.4,12,12,0,0
1286,12,1.71,5,7,-0.4,12,12,0,0
1286,12,2.66,7,9,-0.4,12,12,0,0
1286,12,2.27,8,10,-0.4,12,12,0,0
1286,12,2.05,10,12,-0.4,12,12,0,0
1286,12,2.05,11,13,-0.4,12,12,0,0
1286,12,1.99,12,14,-0.4,12,12,0,0
1287,15,1.91,2,5,-0.04,16,14,1,1
1287,15,2.46,3,6,-0.04,16,14,1,1
1287,15,2.79,5,8,-0.04,16,14,1,1
1287,15,2.86,6,9,-0.04,16,14,1,1
1287,15,2.72,7,10,-0.04,16,14,1,1
1287,15,3.04,8,11,-0.04,16,14,1,1
1287,15,3.06,9,12,-0.04,16,14,1,1
1287,15,3.31,10,13,-0.04,16,14,1,1
1287,15,3.46,11,14,-0.04,16,14,1,1
1288,12,1.83,4,2,0,12,12,0,1
1288,12,1.79,5,3,0,12,12,0,1
1288,12,1.86,6,4,0,12,12,0,1
1288,12,1.69,7,5,0,12,12,0,1
1288,12,1.67,8,6,0,12,12,0,1
1288,12,1.58,9,7,0,12,12,0,1
1288,12,1.26,10,8,0,12,12,0,1
1288,12,2.04,11,9,0,12,12,0,1
1288,12,1.61,12,10,0,12,12,0,1
1288,12,2.2,13,11,0,12,12,0,1
1288,12,2.14,14,12,0,12,12,0,1
1288,12,1.89,15,13,0,12,12,0,1
1288,12,1.85,16,14,0,12,12,0,1
1289,15,2.22,4,7,1.04,12,13,0,5
1289,15,1.94,5,8,1.04,12,13,0,5
1289,15,2.36,6,9,1.04,12,13,0,5
1289,15,2.42,7,10,1.04,12,13,0,5
1289,15,2.59,8,11,1.04,12,13,0,5
1289,15,2.76,9,12,1.04,12,13,0,5
1289,15,2.93,10,13,1.04,12,13,0,5
1289,15,2.93,11,14,1.04,12,13,0,5
1290,14,2.45,4,7,1.32,15,16,0,1
1291,12,1.54,3,6,-0.08,12,12,0,2
1291,12,1.74,4,7,-0.08,12,12,0,2
1291,12,1.89,5,8,-0.08,12,12,0,2
1291,12,1.72,6,9,-0.08,12,12,0,2
1291,12,1.7,7,10,-0.08,12,12,0,2
1291,12,1.49,8,11,-0.08,12,12,0,2
1291,12,1.77,9,12,-0.08,12,12,0,2
1291,12,1.7,10,13,-0.08,12,12,0,2
1291,12,1.89,11,14,-0.08,12,12,0,2
1292,15,2.07,1,0,-0.01,18,6,1,3
1292,15,2.31,6,5,-0.01,18,6,1,3
1292,15,1.92,7,6,-0.01,18,6,1,3
1292,15,2.32,8,7,-0.01,18,6,1,3
1292,15,2.63,9,8,-0.01,18,6,1,3
1292,15,3.16,12,11,-0.01,18,6,1,3
1293,12,1.71,8,9,-0.41,12,15,0,0
1293,12,1.43,11,12,-0.41,12,15,0,0
1293,12,1.58,12,13,-0.41,12,15,0,0
1294,10,1.79,2,3,-0.47,11,10,0,1
1294,12,2.42,6,9,-0.47,11,10,0,1
1294,12,2.03,7,10,-0.47,11,10,0,1
1295,10,2.3,5,0,-1,12,7,0,3
1295,10,2.34,6,1,-1,12,7,0,3
1295,10,2.51,7,2,-1,12,7,0,3
1295,10,2.7,8,3,-1,12,7,0,3
1295,10,2.16,9,4,-1,12,7,0,3
1295,10,3.04,11,6,-1,12,7,0,3
1295,10,2.47,12,7,-1,12,7,0,3
1295,10,2.92,13,8,-1,12,7,0,3
1295,10,3.01,14,9,-1,12,7,0,3
1295,10,2.84,15,10,-1,12,7,0,3
1295,10,2.67,16,11,-1,12,7,0,3
1295,10,2.62,18,13,-1,12,7,0,3
1295,10,1.9,19,14,-1,12,7,0,3
1296,12,1.86,5,5,0.18,10,16,0,2
1296,12,2.07,6,6,0.18,10,16,0,2
1296,12,1.99,7,7,0.18,10,16,0,2
1296,12,2.32,8,8,0.18,10,16,0,2
1296,12,1.79,10,10,0.18,10,16,0,2
1296,12,2.03,11,11,0.18,10,16,0,2
1296,12,2.41,12,12,0.18,10,16,0,2
1296,12,0.27,13,13,0.18,10,16,0,2
1296,12,1.63,14,14,0.18,10,16,0,2
1297,12,2.3,2,0,-0.43,12,12,0,3
1297,12,2.1,3,1,-0.43,12,12,0,3
1297,12,2.21,4,2,-0.43,12,12,0,3
1297,12,2.52,5,3,-0.43,12,12,0,3
1297,12,2.12,6,4,-0.43,12,12,0,3
1297,12,1.91,9,7,-0.43,12,12,0,3
1297,12,2.22,10,8,-0.43,12,12,0,3
1297,12,2.28,11,9,-0.43,12,12,0,3
1297,12,2.3,12,10,-0.43,12,12,0,3
1297,12,2.09,13,11,-0.43,12,12,0,3
1297,12,2.09,14,12,-0.43,12,12,0,3
1297,12,2.28,15,13,-0.43,12,12,0,3
1297,12,2.45,16,14,-0.43,12,12,0,3
1298,9,2.03,6,0,0.5,14,12,0,3
1298,10,1.81,6,1,0.5,14,12,0,3
1298,12,2.19,6,3,0.5,14,12,0,3
1298,12,2.22,7,4,0.5,14,12,0,3
1298,12,2.35,8,5,0.5,14,12,0,3
1298,12,2.5,9,6,0.5,14,12,0,3
1298,12,2.33,10,7,0.5,14,12,0,3
1298,12,2.56,11,8,0.5,14,12,0,3
1298,12,2.4,12,9,0.5,14,12,0,3
1298,12,2.3,13,10,0.5,14,12,0,3
1298,12,2.31,16,13,0.5,14,12,0,3
1298,12,2.35,17,14,0.5,14,12,0,3
1299,12,2.16,3,4,-0.17,12,12,0,5
1299,12,1.91,4,5,-0.17,12,12,0,5
1299,12,1.88,5,6,-0.17,12,12,0,5
1299,12,1.93,6,7,-0.17,12,12,0,5
1299,12,2.57,8,9,-0.17,12,12,0,5
1299,12,2.37,9,10,-0.17,12,12,0,5
1299,12,2.48,10,11,-0.17,12,12,0,5
1299,12,2.42,11,12,-0.17,12,12,0,5
1299,12,2.48,12,13,-0.17,12,12,0,5
1299,12,2.49,13,14,-0.17,12,12,0,5
1300,11,1.68,1,3,-1.29,12,8,1,2
1300,12,1.53,10,13,-1.29,12,8,1,2
1301,11,1.48,2,1,0.72,16,14,0,2
1301,13,2.75,4,5,0.72,16,14,0,2
1301,13,2.85,5,6,0.72,16,14,0,2
1301,13,2.83,6,7,0.72,16,14,0,2
1301,13,2.69,7,8,0.72,16,14,0,2
1301,13,2.75,8,9,0.72,16,14,0,2
1301,13,2.59,9,10,0.72,16,14,0,2
1301,13,2.56,10,11,0.72,16,14,0,2
1301,13,2.6,11,12,0.72,16,14,0,2
1301,13,2.74,12,13,0.72,16,14,0,2
1301,14,2.58,12,14,0.72,16,14,0,2
1302,10,1.79,2,0,0.1,9,11,0,6
1302,11,3.05,2,1,0.1,9,11,0,6
1302,13,2.4,2,3,0.1,9,11,0,6
1302,13,2.55,3,4,0.1,9,11,0,6
1302,13,2.64,4,5,0.1,9,11,0,6
1302,13,2.73,5,6,0.1,9,11,0,6
1302,13,2.01,8,9,0.1,9,11,0,6
1302,13,2.64,9,10,0.1,9,11,0,6
1302,13,2.49,10,11,0.1,9,11,0,6
1302,13,2.71,11,12,0.1,9,11,0,6
1302,13,2.7,12,13,0.1,9,11,0,6
1303,11,1.96,2,1,0.38,15,15,1,2
1303,12,1.82,2,2,0.38,15,15,1,2
1303,13,1.82,2,3,0.38,15,15,1,2
1303,13,2.18,3,4,0.38,15,15,1,2
1303,13,2.09,4,5,0.38,15,15,1,2
1303,14,2.26,4,6,0.38,15,15,1,2
1303,14,2.12,7,9,0.38,15,15,1,2
1303,14,2.08,8,10,0.38,15,15,1,2
1303,14,2.57,9,11,0.38,15,15,1,2
1303,14,2.73,10,12,0.38,15,15,1,2
1303,14,2.7,11,13,0.38,15,15,1,2
1303,14,2.82,12,14,0.38,15,15,1,2
1304,12,2.68,3,1,0.71,15,12,0,5
1304,12,2.7,4,2,0.71,15,12,0,5
1304,13,2.93,4,3,0.71,15,12,0,5
1304,13,2.67,5,4,0.71,15,12,0,5
1304,13,2.79,6,5,0.71,15,12,0,5
1304,13,2.82,7,6,0.71,15,12,0,5
1304,13,2.61,8,7,0.71,15,12,0,5
1304,13,2.25,9,8,0.71,15,12,0,5
1304,13,2.36,10,9,0.71,15,12,0,5
1305,13,2.07,3,0,0.84,12,15,0,4
1305,13,2.11,6,3,0.84,12,15,0,4
1305,13,1.98,7,4,0.84,12,15,0,4
1305,13,2.06,10,7,0.84,12,15,0,4
1305,13,1.6,12,9,0.84,12,15,0,4
1305,13,1.63,13,10,0.84,12,15,0,4
1305,13,1.39,15,12,0.84,12,15,0,4
1306,10,2.01,5,1,-2.08,6,12,0,6
1306,10,1.72,6,2,-2.08,6,12,0,6
1306,10,2.05,7,3,-2.08,6,12,0,6
1306,10,1.67,8,4,-2.08,6,12,0,6
1306,10,1.47,9,5,-2.08,6,12,0,6
1306,10,1.89,10,6,-2.08,6,12,0,6
1306,10,1.96,11,7,-2.08,6,12,0,6
1306,10,2.01,12,8,-2.08,6,12,0,6
1306,10,1.69,13,9,-2.08,6,12,0,6
1306,10,1.67,16,12,-2.08,6,12,0,6
1306,10,1.72,17,13,-2.08,6,12,0,6
1306,10,1.53,18,14,-2.08,6,12,0,6
1307,11,1.79,3,0,-0.55,6,7,0,3
1307,11,2.16,6,3,-0.55,6,7,0,3
1307,11,2.24,7,4,-0.55,6,7,0,3
1307,11,2.05,9,6,-0.55,6,7,0,3
1307,11,2.32,10,7,-0.55,6,7,0,3
1307,11,2.34,11,8,-0.55,6,7,0,3
1307,11,2.3,12,9,-0.55,6,7,0,3
1307,11,2.19,13,10,-0.55,6,7,0,3
1307,11,2.09,14,11,-0.55,6,7,0,3
1307,11,2.25,15,12,-0.55,6,7,0,3
1307,11,2.48,16,13,-0.55,6,7,0,3
1307,11,2.21,17,14,-0.55,6,7,0,3
1308,12,1.87,2,0,0.44,12,12,1,6
1308,12,2.27,3,1,0.44,12,12,1,6
1308,12,2.56,4,2,0.44,12,12,1,6
1308,12,2.48,5,3,0.44,12,12,1,6
1308,12,2.45,6,4,0.44,12,12,1,6
1308,12,2.52,7,5,0.44,12,12,1,6
1308,12,2.45,8,6,0.44,12,12,1,6
1308,12,2.49,9,7,0.44,12,12,1,6
1308,12,2.13,10,8,0.44,12,12,1,6
1308,12,2.45,11,9,0.44,12,12,1,6
1308,12,2.6,12,10,0.44,12,12,1,6
1308,12,2.52,13,11,0.44,12,12,1,6
1308,12,2.61,14,12,0.44,12,12,1,6
1308,12,2.76,15,13,0.44,12,12,1,6
1308,12,2.75,16,14,0.44,12,12,1,6
1309,11,2.41,6,2,0.85,11,10,1,4
1309,11,2.27,7,3,0.85,11,10,1,4
1309,11,2.96,8,4,0.85,11,10,1,4
1309,11,3.05,13,9,0.85,11,10,1,4
1309,11,3.03,18,14,0.85,11,10,1,4
1310,14,2.03,4,8,-0.08,9,12,1,3
1310,14,2.46,5,9,-0.08,9,12,1,3
1310,14,2.56,6,10,-0.08,9,12,1,3
1310,14,2.53,7,11,-0.08,9,12,1,3
1310,14,2.69,8,12,-0.08,9,12,1,3
1310,14,2.68,9,13,-0.08,9,12,1,3
1310,14,2.25,10,14,-0.08,9,12,1,3
1311,15,2.1,4,9,0.82,12,15,0,2
1311,15,1.87,5,10,0.82,12,15,0,2
1311,15,2.53,8,13,0.82,12,15,0,2
1311,15,2.11,9,14,0.82,12,15,0,2
1312,20,2.66,4,13,1.14,12,20,0,3
1313,12,2.44,2,1,-0.11,12,18,0,4
1313,12,2.92,3,2,-0.11,12,18,0,4
1313,12,2.93,4,3,-0.11,12,18,0,4
1313,12,2.12,5,4,-0.11,12,18,0,4
1313,12,2.28,6,5,-0.11,12,18,0,4
1313,12,2.35,7,6,-0.11,12,18,0,4
1313,12,2.29,8,7,-0.11,12,18,0,4
1313,12,2.28,9,8,-0.11,12,18,0,4
1313,12,2.36,10,9,-0.11,12,18,0,4
1313,12,2.38,11,10,-0.11,12,18,0,4
1313,12,2.45,12,11,-0.11,12,18,0,4
1313,12,2.6,13,12,-0.11,12,18,0,4
1313,12,2.66,14,13,-0.11,12,18,0,4
1313,12,2.69,15,14,-0.11,12,18,0,4
1314,10,1.81,2,1,1.18,12,12,1,5
1314,11,1.82,2,2,1.18,12,12,1,5
1314,12,1.79,2,3,1.18,12,12,1,5
1314,13,1.88,2,4,1.18,12,12,1,5
1314,14,2.08,2,5,1.18,12,12,1,5
1314,14,2.07,3,6,1.18,12,12,1,5
1314,15,2.2,3,7,1.18,12,12,1,5
1314,15,2.28,4,8,1.18,12,12,1,5
1314,15,2.33,5,9,1.18,12,12,1,5
1314,15,2.56,6,10,1.18,12,12,1,5
1314,15,2.83,7,11,1.18,12,12,1,5
1314,15,2.89,8,12,1.18,12,12,1,5
1314,15,2.87,9,13,1.18,12,12,1,5
1314,15,3.4,10,14,1.18,12,12,1,5
1315,15,2.74,6,11,0.33,12,12,1,3
1315,15,2.76,7,12,0.33,12,12,1,3
1315,15,2.82,8,13,0.33,12,12,1,3
1315,15,2.79,9,14,0.33,12,12,1,3
1316,11,2.3,3,0,0.08,8,12,0,1
1316,11,1.87,4,1,0.08,8,12,0,1
1316,11,2.24,5,2,0.08,8,12,0,1
1316,11,2.66,6,3,0.08,8,12,0,1
1316,11,2.47,7,4,0.08,8,12,0,1
1316,12,2.42,7,5,0.08,8,12,0,1
1316,12,1.99,8,6,0.08,8,12,0,1
1317,11,1.9,1,2,-0.07,12,14,0,2
1317,12,2.01,1,3,-0.07,12,14,0,2
1317,12,1.94,2,4,-0.07,12,14,0,2
1317,12,1.9,3,5,-0.07,12,14,0,2
1317,12,1.87,4,6,-0.07,12,14,0,2
1317,12,1.94,5,7,-0.07,12,14,0,2
1317,12,2.14,6,8,-0.07,12,14,0,2
1317,12,1.64,8,10,-0.07,12,14,0,2
1317,12,2.12,9,11,-0.07,12,14,0,2
1317,12,2.06,11,13,-0.07,12,14,0,2
1318,11,2.07,1,0,1.23,12,16,0,1
1318,12,2.09,1,1,1.23,12,16,0,1
1318,12,1.72,2,2,1.23,12,16,0,1
1318,14,2.01,2,4,1.23,12,16,0,1
1318,14,1.88,3,5,1.23,12,16,0,1
1318,14,2.43,4,6,1.23,12,16,0,1
1318,14,3,7,9,1.23,12,16,0,1
1318,14,3.5,8,10,1.23,12,16,0,1
1318,14,2.79,9,11,1.23,12,16,0,1
1318,14,3.01,10,12,1.23,12,16,0,1
1318,14,2.94,11,13,1.23,12,16,0,1
1318,14,2.06,12,14,1.23,12,16,0,1
1319,15,2.41,4,8,0.3,15,17,0,1
1319,15,2.06,5,9,0.3,15,17,0,1
1319,15,2.6,6,10,0.3,15,17,0,1
1320,13,2.54,1,2,0.92,12,12,0,4
1320,14,2.95,1,3,0.92,12,12,0,4
1320,14,2.73,2,4,0.92,12,12,0,4
1320,14,2.8,3,5,0.92,12,12,0,4
1320,14,2.7,4,6,0.92,12,12,0,4
1320,14,2.86,5,7,0.92,12,12,0,4
1320,14,2.78,6,8,0.92,12,12,0,4
1320,14,2.68,7,9,0.92,12,12,0,4
1320,14,2.74,8,10,0.92,12,12,0,4
1320,14,2.73,9,11,0.92,12,12,0,4
1320,14,2.36,12,14,0.92,12,12,0,4
1321,11,2.08,2,1,-0.84,11,14,0,4
1321,12,2.73,2,2,-0.84,11,14,0,4
1321,12,2.69,3,3,-0.84,11,14,0,4
1321,12,2.31,4,4,-0.84,11,14,0,4
1321,12,2.11,5,5,-0.84,11,14,0,4
1321,12,2.45,6,6,-0.84,11,14,0,4
1321,12,2.82,7,7,-0.84,11,14,0,4
1321,12,2.64,8,8,-0.84,11,14,0,4
1321,12,2.83,9,9,-0.84,11,14,0,4
1321,12,2.79,10,10,-0.84,11,14,0,4
1321,12,2.7,11,11,-0.84,11,14,0,4
1321,12,2.85,12,12,-0.84,11,14,0,4
1321,12,2.81,13,13,-0.84,11,14,0,4
1321,12,2.91,14,14,-0.84,11,14,0,4
1322,11,1.61,1,3,1.11,12,12,1,4
1322,12,1.39,11,14,1.11,12,12,1,4
1323,10,2.23,5,0,0.42,12,12,0,2
1323,10,2.3,6,1,0.42,12,12,0,2
1323,10,2.8,7,2,0.42,12,12,0,2
1323,10,2.91,8,3,0.42,12,12,0,2
1323,10,2.94,9,4,0.42,12,12,0,2
1323,10,2.93,10,5,0.42,12,12,0,2
1323,10,2.38,12,7,0.42,12,12,0,2
1323,10,2.69,13,8,0.42,12,12,0,2
1323,10,2.66,14,9,0.42,12,12,0,2
1323,10,2.73,15,10,0.42,12,12,0,2
1323,10,2.74,16,11,0.42,12,12,0,2
1323,10,2.73,17,12,0.42,12,12,0,2
1323,10,2.7,18,13,0.42,12,12,0,2
1323,10,2.59,19,14,0.42,12,12,0,2
1324,11,2.07,2,1,-1.68,12,11,0,1
1324,12,2.32,4,4,-1.68,12,11,0,1
1324,14,1.45,7,9,-1.68,12,11,0,1
1324,14,2.31,8,10,-1.68,12,11,0,1
1324,14,2.5,9,11,-1.68,12,11,0,1
1324,14,2.48,10,12,-1.68,12,11,0,1
1324,14,2.43,11,13,-1.68,12,11,0,1
1324,14,2.49,12,14,-1.68,12,11,0,1
1325,12,2.48,4,0,-0.4,12,12,1,8
1326,15,1.88,5,7,0.51,14,11,0,6
1326,15,1.99,6,8,0.51,14,11,0,6
1326,15,2,7,9,0.51,14,11,0,6
1326,15,2,8,10,0.51,14,11,0,6
1326,15,2.01,9,11,0.51,14,11,0,6
1326,15,2.02,10,12,0.51,14,11,0,6
1326,15,1.98,11,13,0.51,14,11,0,6
1326,15,1.95,12,14,0.51,14,11,0,6
1327,11,2.22,3,3,-0.17,12,10,1,6
1327,11,1.88,4,4,-0.17,12,10,1,6
1327,11,1.5,5,5,-0.17,12,10,1,6
1327,11,1.63,6,6,-0.17,12,10,1,6
1327,11,1.94,7,7,-0.17,12,10,1,6
1327,11,2.07,8,8,-0.17,12,10,1,6
1327,11,2.42,10,10,-0.17,12,10,1,6
1327,11,1.82,11,11,-0.17,12,10,1,6
1327,11,1.6,12,12,-0.17,12,10,1,6
1327,11,2.34,13,13,-0.17,12,10,1,6
1327,11,1.97,14,14,-0.17,12,10,1,6
1328,11,2.01,3,0,-0.92,11,11,0,2
1328,11,2.24,5,2,-0.92,11,11,0,2
1328,11,2.36,6,3,-0.92,11,11,0,2
1328,11,1.85,7,4,-0.92,11,11,0,2
1328,11,1.79,8,5,-0.92,11,11,0,2
1328,11,1.79,9,6,-0.92,11,11,0,2
1328,11,2.38,10,7,-0.92,11,11,0,2
1328,11,2.4,11,8,-0.92,11,11,0,2
1328,11,2.36,12,9,-0.92,11,11,0,2
1328,11,2.37,13,10,-0.92,11,11,0,2
1328,11,2.5,14,11,-0.92,11,11,0,2
1328,11,2.49,15,12,-0.92,11,11,0,2
1328,11,2.48,16,13,-0.92,11,11,0,2
1328,11,2.49,17,14,-0.92,11,11,0,2
1329,11,1.75,4,0,-2.83,12,10,0,1
1329,12,1.69,4,1,-2.83,12,10,0,1
1329,12,1.08,11,8,-2.83,12,10,0,1
1329,12,1.28,12,9,-2.83,12,10,0,1
1329,12,1.36,15,12,-2.83,12,10,0,1
1329,12,1.24,16,13,-2.83,12,10,0,1
1329,12,1.59,17,14,-2.83,12,10,0,1
1330,11,1.92,3,0,-0.47,12,12,1,2
1330,11,2.11,4,1,-0.47,12,12,1,2
1330,11,2.26,5,2,-0.47,12,12,1,2
1330,11,2.27,6,3,-0.47,12,12,1,2
1330,11,2.14,10,7,-0.47,12,12,1,2
1330,11,2.14,11,8,-0.47,12,12,1,2
1330,11,2.08,14,11,-0.47,12,12,1,2
1330,11,2.16,15,12,-0.47,12,12,1,2
1330,11,2.67,16,13,-0.47,12,12,1,2
1331,11,1.72,4,3,0.06,16,15,0,2
1331,11,1.76,5,4,0.06,16,15,0,2
1331,12,1.54,6,6,0.06,16,15,0,2
1331,12,1.58,7,7,0.06,16,15,0,2
1331,12,1.8,8,8,0.06,16,15,0,2
1331,12,2.69,9,9,0.06,16,15,0,2
1331,12,2.59,10,10,0.06,16,15,0,2
1332,11,1.76,2,2,0.22,16,16,0,2
1332,12,1.81,2,3,0.22,16,16,0,2
1332,12,1.96,3,4,0.22,16,16,0,2
1332,12,1.94,4,5,0.22,16,16,0,2
1332,12,1.85,5,6,0.22,16,16,0,2
1332,12,2.11,6,7,0.22,16,16,0,2
1332,12,2.15,7,8,0.22,16,16,0,2
1332,12,2.03,8,9,0.22,16,16,0,2
1332,12,2.12,9,10,0.22,16,16,0,2
1332,12,2.07,10,11,0.22,16,16,0,2
1332,12,2,11,12,0.22,16,16,0,2
1332,12,2.37,12,13,0.22,16,16,0,2
1332,12,3.24,13,14,0.22,16,16,0,2
1333,11,2.06,7,4,-0.06,10,10,0,1
1333,11,1.9,8,5,-0.06,10,10,0,1
1333,11,2.35,9,6,-0.06,10,10,0,1
1333,11,2.37,10,7,-0.06,10,10,0,1
1333,12,2.32,13,11,-0.06,10,10,0,1
